569927279,85181442,2020-03-28,17:02:29,Dell,Bought,60.0,10,0.5,0.6
569927279,944621473,2020-03-28,17:03:01,Amazon,Bought,40.0,15,0.5,0.6
569927279,1352789341,2020-03-28,17:04:31,Amazon,Sold,40.0,5,0.5,0.6
569927279,187351794,2020-03-28,17:06:52,LIC,Bought,70.0,10,0.5,0.6
569927279,1154949262,2020-03-28,17:12:32,Dell,Bought,60.0,10,0.5,0.6
569927279,714838099,2020-03-28,17:34:26,Amazon,Bought,40.0,10,0.5,0.6
569927279,936894762,2020-03-28,17:34:37,Dell,Bought,60.0,5,0.5,0.6
569927279,557436966,2020-03-28,17:34:52,LIC,Bought,70.0,5,0.5,0.6
569927279,1621113500,2020-03-28,17:35:44,Dell,Sold,60.0,5,0.5,0.6
569927279,1637999756,2020-03-28,17:36:01,LIC,Sold,70.0,3,0.5,0.6
569927279,1734648783,2020-03-28,17:36:16,LIC,Sold,70.0,2,0.5,0.6
569927279,211374834,2020-03-28,18:03:38,LIC,Bought,70.0,5,0.5,0.6
569927279,706077367,2020-03-28,18:04:12,Dell,Bought,60.0,5,0.5,0.6
569927279,170908344,2020-03-28,18:04:31,LIC,Sold,70.0,5,0.5,0.6
569927279,385279436,2020-03-28,18:27:49,LIC,Bought,70.0,5,0.5,0.6
569927279,150877086,2020-03-28,18:28:26,Amazon,Sold,40.0,5,0.5,0.6
2056494654,600395483,2020-03-28,20:39:50,Amazon,Bought,40.0,3,0.5,0.6
2056494654,430384117,2020-03-28,20:40:38,LIC,Bought,70.0,2,0.5,0.6
2056494654,815750709,2020-03-28,20:41:10,LIC,Sold,70.0,1,0.5,0.6
2056494654,1825388504,2020-03-28,20:42:45,LIC,Sold,70.0,1,0.5,0.6
2056494654,1154709491,2020-03-28,23:47:00,Sanyo,Bought,200.0,5,0.9,0.3
2056494654,1113788365,2020-03-28,23:47:11,Amazon,Sold,40.0,3,0.9,0.3
